raw_drug,normalized_drug,drug_id
travastan eye drops,travatan eye drops,NO_DRUG_ID
travastin,pravastatin,d00348
travatan,travatan,d04753
travatan (sln),travatan,d04753
travatan 0.004,travatan,d04753
travatan 0.004 ophth,travatan,d04753
travatan 0.4percent-1 drop,travatan,d04753
travatan drops,travatan,d04753
travatan eye drop,travatan,d04753
travatan eye drops,travatan,d04753
travatan eye drops 0.004,travatan,d04753
travatan eye gtts,travatan,d04753
travatan gtts,travatan,d04753
travatan od,travatan,d04753
travatan oph drops,travatan,d04753
travatan ophth solution,travatan,d04753
travatan ophthalmic drops,travatan,d04753
travatan opthalmic,travatan,d04753
travatan opthalmic solution,travatan ophthalmic solution,d04753
travatan ou gtts,travatan,d04753
travatan z,travatan z,d04753
travatan/drops,travatan,d04753
travatine,trazodone,d00395
travitan,travatan,d04753
travitan gtts ou,travatan,d04753
travopost,travoprost,d04753
travopost eye drops,travoprost eye drops,d04753
travopost sollution,travoprost solution,NO_DRUG_ID
travoprost,travoprost,d04753
travoprost ophth,travoprost ophthalmic,d04753
travoprostophth solution .004,travoprost ophthalmic solution 0.004%,d04753
travoprostz,travoprost,d04753
trayadone,trazodone,d00395
trazabre,trazodone,d00395
trazadine,trazodone,d00395
trazadol,tramadol,d03826
trazadon,trazodone,d00395
trazadone,trazodone,d00395
trazadone 100mg,trazodone,d00395
trazadone hcl,trazodone hcl,d00395
trazadonl,trazodone,d00395
trazasin,terazosin,d00386
trazdone,trazodone,d00395
trazedone,trazodone,d00395
trazodine,trazodone,d00395
trazodol,trazodone,d00395
trazodome,trazodone,d00395
trazodon,trazodone,d00395
trazodone,trazodone,d00395
trazodone (hs),trazodone,d00395
trazodone hcl,trazodone hydrochloride,d00395
trazodone hydrochloride,trazodone hydrochloride,d00395
trazodyne,trazodone,d00395
trazosin,unknown,d00386
trazozin,trazodone,d00395
trcau,tracrium,d00173
treamterene/hctz,triamterene/hctz,NO_DRUG_ID
treizodonce,trazodone,d00395
tremazepam,temazepam,d00384
trental,trental,d00336
trental tramadol,trental and tramadol,NO_DRUG_ID
treophylline sr,theophylline sr,d00142
tretenoin,tretinoin,d03863
tretinoin cream 20 grams,tretinoin,d03863
tretinoin topical,unknown,d01244
treural,tegretol,d00058
trevatan,travatan,d04753
trexall,trexall,d00060
tri luma cream,tri-luma cream,NO_DRUG_ID
tri-chlor,trichlorethiazide,d01313
tria,triamcinolone,d00620
triam,triamcinolone,d00620
triam / hctz,triamterene/hydrochlorothiazide,d03052
triam hcl,triamterene hydrochloride,NO_DRUG_ID
triam hct,triamterene/hydrochlorothiazide,d03052
triam hctz,triamterene/hydrochlorothiazide,d03052
triam terene,triamterene,d00396
triam-hctz,triamterene-hydrochlorothiazide,d03052
triam-hctz 37.5/25,triamterene-hydrochlorothiazide,d03052
triam/ hct,triamterene/hydrochlorothiazide,d03052
triam/hct,triamterene/hydrochlorothiazide,d03052
triam/hct2,triamterene/hydrochlorothiazide,d03052
triam/hctz,triamterene/hydrochlorothiazide,d03052
triam/hydrochl,triamcinolone/hydrochlorothiazide,d03052
triamainolone,triamcinolone,d00620
triamalone,triamcinolone,d00620
triamatene,triamterene,d00396
triamaurine,triamterene,d00396
triamcin acetinide,triamcinolone acetonide,d00620
triamcinelone,triamcinolone,d00620
triamcinolone,triamcinolone,d00620
triamcinolone (cream 0.025pct),triamcinolone,d00620
triamcinolone (cream 1 pct),triamcinolone,d00620
triamcinolone (cream),triamcinolone,d00620
triamcinolone 0.1 cream,triamcinolone acetonide 0.1% cream,NO_DRUG_ID
triamcinolone 0.1%,triamcinolone,d00620
triamcinolone 1 percent,unknown,NO_DRUG_ID
triamcinolone 1%,triamcinolone,d00620
triamcinolone acetamine,triamcinolone acetonide,d00620
triamcinolone acetonide,triamcinolone acetonide,d00620
triamcinolone acetonide topica,triamcinolone acetonide topical,d03206
triamcinolone cream,unknown,d03206
triamcinolone cream (0.1 pct),triamcinolone cream,d03206
triamcinolone cream (0.5 pct),triamcinolone acetonide cream,NO_DRUG_ID
triamcinolone cream 1 percent,unknown,NO_DRUG_ID
triamcinolone cream 1%,triamcinolone acetonide cream 1%,NO_DRUG_ID
triamcinolone top,triamcinolone topical,d03206
triamconolone (cream),triamcinolone,d00620
triame,triamterene,d00396
triamelerene/hctz,triamterene/hctz,NO_DRUG_ID
triamelevene/hctz,triamterene/hctz,NO_DRUG_ID
triamenterene,triamterene,d00396
triamerene,triamterene,d00396
triamerene/hydrochlorothiazide,unknown,NO_DRUG_ID
triamertene/hctz,triamterene/hydrochlorothiazide,d03052
triamesene,triamterene,d00396
triameterene,triamterene,d00396
triameterene hctz,triamterene hctz,d03052
triameterene/hct,triamterene/hydrochlorothiazide,d03052
triameterene/hctz,triamterene/hydrochlorothiazide,d03052
triameterene/hydrochlorthiazid,triamterene/hydrochlorothiazide,d03052
triameterone,triamterene,d00396
triametrene/hctz,triamterene/hydrochlorothiazide,d03052
triamferene,triamterene,d00396
triamlevene,triamterene,d00396
triamlhctz,triamterene/hydrochlorothiazide,d03052
triamoinolone,triamcinolone,d00620
triamperene,triamterene,d00396
triampeterine,triamterene,d00396
triampterene,triamterene,d00396
triampterine,triamterene,d00396
triamptrityne,amitriptyline,d00146
triamt,triamterene,d00396
triamt hctz,triamterene/hydrochlorothiazide,d03052
triamt/hctz,triamterene/hydrochlorothiazide,d03052
triamtarin hctz,triamterene/hydrochlorothiazide,d03052
triamtcrene,triamterene,d00396
triamtemerol,triamterene,d00396
triamtere,triamterene,d00396
triamterehctz prozac,"triamterene/hydrochlorothiazide, fluoxetine",NO_DRUG_ID
triamtereive,triamterene,d00396
triamtereme,triamterene,d00396
triamteren,triamterene,d00396
triamteren hctz,triamterene hctz,d03052
triamteren/hctz,triamterene/hydrochlorothiazide,d03052
triamterence,triamterene,d00396
triamterene,triamterene,d00396
triamterene (1/2 tab),triamterene,d00396
triamterene (37.5/25mg),triamterene/hydrochlorothiazide,d03052
triamterene / hctz,triamterene/hydrochlorothiazide,d03052
triamterene 37.5,triamterene,d00396
triamterene 37.5 hctz 25,triamterene/hydrochlorothiazide,d03052
triamterene and hydrochlorthia,unknown,d03052
triamterene hctz,triamterene-hydrochlorothiazide,d00396
triamterene w/ hctz,triamterene/hydrochlorothiazide,d03052
triamterene-hctz,triamterene-hydrochlorothiazide,d03052
triamterene(75/30mg),triamterene/hydrochlorothiazide,d03052
triamterene/ hctz,unknown,NO_DRUG_ID
triamterene/hctz,triamterene/hydrochlorothiazide,d03052
triamterene/hctz  75/50 mg,triamterene/hydrochlorothiazide,d03052
triamterene/hctz 27.5/25 mg,triamterene/hydrochlorothiazide,d03052
triamterene/hctz 37.5/25,triamterene/hydrochlorothiazide,d03052
triamterene/hctz 37.5/25 mg,triamterene/hydrochlorothiazide,d03052
triamterene/hctz 75/50,triamterene/hydrochlorothiazide,d03052
triamterene/hetz,triamterene/hydrochlorothiazide,d03052
triamterene/hydrochlorothiazid,unknown,d03052
triamterene75 hctz 50,triamterene/hydrochlorothiazide,d03052
triamterere/hct2,triamterene/hydrochlorothiazide,d03052
triamterine,triamterene,d00396
triamterine  hctz,triamterene hctz,NO_DRUG_ID
triamterine hcl,triamterene hcl,d03052
triamterine/hctz,triamterene/hydrochlorothiazide,d03052
triamterini,triamterene,d00396
triamterne,triamterene,d00396
triamterne/hctz 37.5/25,triamterene/hydrochlorothiazide 37.5/25,NO_DRUG_ID
triamternel,triamterene,d00396
triamternen,triamterene,d00396
triamterone,triamterene,d00396
triamtirene,triamterene,d00396
triamtirene/hctz,unknown,d03052
triamtirine,triamterene,d00396
triamtnetz,triamterene,d00396
triamtoerene,triamterene,d00396
triamtrene,unknown,d00396
triansterene,triamterene,d00396
triant,triamterene,d00396
trianter,trileptal,d04513
trianterence,triamterene,d00396
trianterene,triamterene,d00396
trianterene 37.5/hctz 25,unknown,d03052
trianterene hctz,triamterene hctz,d03052
triasmic,triazolam,d00397
triateran hctz,triamterene hctz,NO_DRUG_ID
triaterene,triamterene,d00396
triau reul,trileptal,d04513
triazolain,triazolam,d00397
triazolam,triazolam,d00397
triazolam 0.25,triazolam,d00397
tricol,tricor,d04286
tricon,unknown,d03141
tricor,tricor,d04286
tricore,tricor,d04286
tricpr,tricor,d04286
triest,triest,NO_DRUG_ID
triflex,triflex,NO_DRUG_ID
triglide,triglide,d04286
trihexiphenidyl,trihexyphenidyl,d00970
trihexyphenidyl,trihexyphenidyl,d00970
trilafon,trilafon,d00855
trileptal,trileptal,d04513
trileptol,trileptal,d04513
trilisate,trilisate,d03651
trilosate,trilisate,d03651
trim cap,trimethoprim,d00123
trimaterene,triamterene,d00396
trimax,topamax,d04115
trimeterene/hctz,triamterene/hydrochlorothiazide,d03052
trimeterine,triamterene,d00396
trimeth/sulfa,trimethoprim/sulfamethoxazole,NO_DRUG_ID
trimetho160/sulfamethox800ds,trimethoprim/sulfamethoxazole,NO_DRUG_ID
trimethobenz,trimethobenzamide,d00862
trimethoprim,trimethoprim,d00123
trimethoprim sulfate,trimethoprim-sulfamethoxazole,NO_DRUG_ID
trimitevene,trimethoprim,d00123
trimlerene,triamterene,d00396
trimox,trimox,d00088
trimterene,triamterene,d00396
trinessa,trinessa,d03781
tripelennamine,unknown,d00781
trisalicylate,choline magnesium trisalicylate,d03651
trisopt,trusopt,d03805
trivessa,trivessa,NO_DRUG_ID
trixaicin cream,trixaicin cream,NO_DRUG_ID
triyaicin,triazolam,d00397
trleptol,trileptal,d04513
troa,trodat,NO_DRUG_ID
"troa,etereme/hctz",unknown,d03052
"troa,tereme",unknown,d00396
"troa,tereme/hctz",unknown,d03052
trobpium chloride,trospium chloride,d04929
tropadone,trazodone,d00395
trophix,trophix,NO_DRUG_ID
tropol xl,toprol xl,d00134
troprol - xl,unknown,d00134
troprol xl,toprol xl,d00134
trosp[t,trospium,d04929
trospium chloride,trospium chloride,d04929
troyodone,trazodone,d00395
truaneterebe/hctz,triamterene/hctz,NO_DRUG_ID
trusop,trusopt,d03805
trusopt,trusopt,d03805
trusopt .02,trusopt,d03805
trusopt 2,trusopt,d03805
trusopt 2%,trusopt,d03805
trusopt eye drops,trusopt,d03805
trusopt eye gtts,trusopt,d03805
trusopt gtts,trusopt,d03805
trusopt gtts od,trusopt,d03805
trusopt oph drops,trusopt,d03805
trusopt ophthalmic drops,trusopt,d03805
trusopt opthalmic drops,trusopt ophthalmic drops,NO_DRUG_ID
trusoptophisol,trusopt,d03805
trusoptopiz,trusopt,d03805
tsorbide,isosorbide,d00653
ttoprol xl,toprol xl,d00134
tul #3,tylenol #3,NO_DRUG_ID
tumeric,unknown,s10001
tumeric extract,turmeric extract,NO_DRUG_ID
tuprol xl,toprol xl,d00134
turbo-cort inhaler,unknown,r10036
turbocort,turbuhaler budesonide,NO_DRUG_ID
turmeric,turmeric,d06370
turosemide,furosemide,d00070
tussin dm,robitussin dm,d03400
txyroid,synthroid,d00278
tykerb,unknown,d06672
tyl #3,unknown,d03423
tylend,tylenol,d00049
tylenol,tylenol,d00049
tylenol  oxycontin,acetaminophen and oxycodone,NO_DRUG_ID
tylenol # 3,tylenol #3,d03423
tylenol #3,tylenol #3,d03423
tylenol + codeine,tylenol #3,d03423
tylenol 2,tylenol #2,NO_DRUG_ID
tylenol 3,tylenol #3,d03423
tylenol 3 w codeine,tylenol #3 with codeine,d03423
tylenol apap,unknown,d00049
tylenol codein,unknown,d03423
tylenol codeine,tylenol #3,d03423
tylenol es,tylenol extra strength,d00049
tylenol extra strength,tylenol extra strength,d00049
tylenol pm,tylenol pm,d03445
tylenol w codeine,tylenol with codeine,d03423
tylenol w/,tylenol with codeine,d03423
tylenol w/ cod,tylenol with codeine,d03423
tylenol w/ codeine,tylenol with codeine,d03423
tylenol w/ codine,tylenol with codeine,d03423
tylenol w/codeine,tylenol with codeine,d03423
tylenol with codeine,tylenol with codeine,d03423
tylenol with codeine #3,tylenol with codeine #3,d03423
tylenol with codeine 300/30,tylenol with codeine,d03423
tylenol with codiene,unknown,d03423
tylenol-codeine,tylenol with codeine,d03423
tylenol-codeine #3,tylenol #3,d03423
tylenol/codiene#3,unknown,d03423
tylenole codeine,tylenol with codeine,d03423
tylnol,tylenol,d00049
tyrampertine,trimipramine,d00873
ubaxitol,ubrogepant,d09467
uicodin,vicodin,d03428
ulonapin,olanzapine,d04050
uloxatrol,unknown,d04797
ultra lactate,lactated ringer's solution,d03897
ultracet,ultracet,d04766
ultracit,ultracet,d04766
ultram,ultram,d03826
ultram 4 pills,unknown,d03826
ultram er,ultram er,d03826
ultramer,ultram,d03826
ultrase,ultrase,d01002
ultravate ointment,ultravate ointment,d01298
unaphil,uniphy,NO_DRUG_ID
uni daily sc,insulin glargine,d04538
uni vase,univasc,d03835
unicap sr,unicap sr,d03145
uniphyl,uniphyl,d00142
uniphyll,uniphyl,d00142
unirectic,uniretic,d04141
uniretic,uniretic,d04141
unisom,unisom,d03154
unithroid,unithroid,d00278
univasc,univasc,d03835
univase,univasc,d03835
unknown,unknown,NO_DRUG_ID
unknown for dm,unknown,NO_DRUG_ID
unoxatral,uroxatral,d04797
unthroid,synthroid,d00278
upitor,lipitor,d04105
ur sodiol,ursodiol,d01005
uraxatol,doxazosin,d00726
uraxatral,unknown,d04797
uraxatrol,uroxatral,d04797
urea cream,urea cream,d00651
urea lotion,urea lotion,NO_DRUG_ID
urecholine,urecholine,d01427
urelle,urelle,d08274
urexatrol,doxazosin,d00726
uricit-k,urocit-k,d01423
uricitole,urocit-k,d01423
urobid,macrobid,d00112
urobiotic-250,unknown,d03510
uroblu,uroblue,NO_DRUG_ID
urocca-k,urocit-k,d01423
urocit,urocit-k,d01423
urocit k,urocit-k,d01423
urocit k (meg),urocit-k,d01423
urocit- kio,urocit-k,d01423
urocit-k,urocit-k,d01423
urocit-k10,urocit-k,d01423
urosodial,ursodiol,d01005
urotraxal,nitrofurantoin,d00112
uroxal,uroxatral,d04797
uroxathrol,uroxatral,d04797
uroxatol,uroxatral,d04797
uroxatr0l,uroxatral,d04797
uroxatral,uroxatral,d04797
uroxatreol,uroxatral,d04797
uroxatrol,uroxatral,d04797
uroxatrol (a.block),uroxatral,d04797
urso,urso,d01005
ursodiol,ursodiol,d01005
uryloren,urolene blue,d01128
usinopril,lisinopril,d00732
usiuofrie,unknown,NO_DRUG_ID
uylorin,haldol,d00027
uytorin,vytorin,d05348
vagafem,vagifem,d04210
vagi-ring,nuvaring,d04773
vagidem,vigabatrin,d04669
vagifam,vagifem,d04210
vagifem,vagifem,d04210
vagifem - discontinued,unknown,d04210
vagifem tab,vagifem,d04210
vagifem tabs,vagifem,d04210
vagifemme,vagifem,d04210
vagifen,vagifem,d04210
vagifeur,vagifem,d04210
vaginafin,vagifem,d04210
vagistat,vagistat,d01235
vagitem,vagifem,d04210
vagtoin,phenytoin,d00143
valasartan,valsartan,d04113
valatan,xalatan,d04017
valium,valium,d00148
vallrex,valtrex,d03838
valodipine,amlodipine,d00689
valperic acid,valproic acid,d00083
valporic acid,valproic acid,d00083
valpraic acid,valproic acid,d00083
valproate,valproate,d00083
valproate or placebo,valproate,NO_DRUG_ID
valproate or placebo (clinical,valproate,NO_DRUG_ID
valproate or placebo (trial),valproate,NO_DRUG_ID
valproate study med 1-3,valproate,NO_DRUG_ID
valproic  acid,valproic acid,d00083
valproic acid,valproic acid,d00083
valproic acid 250mg/5ml,valproic acid,d00083
valsartam,valsartan,d04113
valsartan,valsartan,d04113
valsartan/hct 160/25,valsartan/hydrochlorothiazide 160/25,d04113
valsartar,valsartan,d04113
valsartin,valsartan,d04113
valsartun,valsartan,d04113
valsatran,valsartan,d04113
valssartan,valsartan,d04113
valtnex,valtrex,d03838
valtrax,valtrex,d03838
valtrex,valtrex,d03838
vanadyl sulfate,vanadyl sulfate,NO_DRUG_ID
vanotec,vancocin,NO_DRUG_ID
vantas,vantas,d00575
vantas sc implant,vantas,d00575
varapamil,verapamil,d00048
varapemil,verapamil,d00048
vardenafil,vardenafil,d04893
vardenafil hcl,vardenafil hcl,NO_DRUG_ID
vardenifil,unknown,d04893
varprin,warfarin,d00022
vasaquel,vascepa,d07891
vasatec,vasotec,d00013
vascor,unknown,d00688
vasicar,vascepa,d07891
vasoretic,vaseretic,d00013
vasotec,vasotec,d00013
vasotek,vasotec,d00013
vasotel,vasotec,d00013
vasotex,vasotec,d00013
vastec,vasotec,d00013
vaststatin,vastatin,NO_DRUG_ID
vegetable laxative,vegetable laxative,d01018
venafaxine,venlafaxine,d03181
venapamil hcl sr,verapamil hcl sr,NO_DRUG_ID
venastat,venastat,d04813
venfer,venofer,d04725
venicare,venlafaxine,d03181
venlafaxin hydrochloride,venlafaxine hydrochloride,d03181
venlafaxine,venlafaxine,d03181
venlafaxine hcl,venlafaxine hcl,d03181
venlafaxine xr,venlafaxine xr,d03181
venlafoxine,venlafaxine,d03181
venlataxine,venlafaxine,d03181
venlataxinex,unknown,d03181
ventatcare,unknown,NO_DRUG_ID
ventolin,ventolin,d00749
ventolin hfa,ventolin hfa,d00749
ventolin inhaler,ventolin inhaler,d00749
vera[a,verapamil,d00048
vera[armo;,verapamil,d00048
veradamil,verapamil,d00048
veralan,unknown,d00048
veralan-sr,verelan sr,NO_DRUG_ID
verampamil er,verapamil er,d00048
veramust nasal spray,veramyst nasal spray,NO_DRUG_ID
veramyst 2 sprays,veramyst,d04283
verapainl,verapamil,d00048
verapamiel sr,verapamil sr,NO_DRUG_ID
verapamil,verapamil,d00048
verapamil (htn),verapamil,d00048
verapamil cr,verapamil cr,d00048
verapamil er,verapamil er,d00048
verapamil hci,verapamil hydrochloride,d00048
verapamil hcl,verapamil hydrochloride,d00048
verapamil hcl er,verapamil hydrochloride extended release,d00048
verapamil hcl sr,verapamil hydrochloride sustained release,d00048
verapamil sa,verapamil sustained release,d00048
verapamil sl,verapamil sublingual,d00048
verapamil sr,verapamil sr,d00048
verapamil xr,verapamil xr,d00048
verapamil-sa,verapamil sustained-release,d00048
verapamiler,verapamil,d00048
verapamilmed,verapamil,d00048
verapanil,verapamil,d00048
verapanil hcl,verapamil hcl,NO_DRUG_ID
veraparil sa,verapamil sa,d00048
veraparmil,verapamil,d00048
veraparnil,verapamil,d00048
veraparul,verapamil,d00048
verapermil,verapamil,d00048
verapimil,verapamil,d00048
verapomil,verapamil,d00048
verapouil,verapamil,d00048
verapramil,verapamil,d00048
veraprimil,verapamil,d00048
veraprinil,verapamil,d00048
verasperol,verapamil,d00048
verclan,verapamil,d00048
verdenafil,vardenafil,d04893
verelan,verelan,d00048
verelan cr,verelan pm,d00048
verelan pm,verelan pm,d00048
verelan-sr,unknown,d00048
verelon,verapamil,d00048
vernapamil,verapamil,d00048
veropamil,verapamil,d00048
veropamil er,verapamil er,d00048
verpamail,verapamil,d00048
verpamil,verapamil,d00048
verpamil sr,verapamil sr,NO_DRUG_ID
versicare,vesicare,d05413
vesapanil,verapamil,d00048
vesecare,vesicare,d05413
vesi care,vesicare,d05413
vesicane,vesicare,d05413
vesicar,vesicare,d05413
vesicare,vesicare,d05413
vesicare tab,vesicare,d05413
vesicare tabs,vesicare,d05413
vesicave,vesicare,d05413
vesicay,vesicare,d05413
vesicore,vesicare,d05413
veslcare,vesicare,d05413
vesocare,vesicare,d05413
vesticare,vesicare,d05413
vetorin,vetoryl,NO_DRUG_ID
vetrol,keppra,d04499
vexa0pramil,verapamil,d00048
vgtorin,vytorin,d05348
viactin,cyproheptadine,d00790
viactiv,viactiv,d03145
viagara,viagra,d04299
viagia,viagra,d04299
viagna,viagra,d04299
viagra,viagra,d04299
viagra pr,viagra,d04299
viaspan,viaspan,NO_DRUG_ID
viatin,biotin,d06867
viatrion,viatris,d05348
